time,backRightPower,backLeftPower,frontLeftPower,frontRightPower,isClampAtMax,targetElevatorPosition,plastic_clampState,basketState,targetArmPosition
8.622673492,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.670153621,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.709866084,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.743700879,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.776929882,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.810455511,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.846847639,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.886941018,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.951078525,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.98765382,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.024218907,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.060532869,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.098061914,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.141520252,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.178139297,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.228338344,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.265893348,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.30189756,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.33720148,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.377119276,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.41783478,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.493077787,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.530157375,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.565234086,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.606974799,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
